local_id,paper_id,title,year,first_author,institution,country,venue,subtopic,citations,references,n_authors,author_share
P0817,https://openalex.org/W4389520370,"Editing Large Language Models: Problems, Methods, and Opportunities",2023.0,Yunzhi Yao,National University Of Singapore,SG,Unknown,Natural Language Processing Techniques,71.0,67.0,8.0,0.125
P0818,https://openalex.org/W4400930485,Correction to: The AI community building the future? A quantitative analysis of development activity on Hugging Face Hub,2024.0,Cailean Osborne,University Of Oxford,GB,Journal of Computational Social Science,Artificial Intelligence in Healthcare and Education,1.0,0.0,3.0,0.3333333333333333
P0819,https://openalex.org/W4413488275,An AI system has reached human level on a test for ‘general intelligence’. Here’s what that means,2024.0,Michael Bennett,Australian National University,AU,Unknown,Artificial Intelligence in Healthcare and Education,1.0,2.0,2.0,0.5
P0821,https://openalex.org/W4402103968,50830 Dermatologists’ perspectives on the usage of AI-based large language models in practice- an exploratory survey,2024.0,Haiwen Gui,Stanford University,US,Journal of the American Academy of Dermatology,Artificial Intelligence in Healthcare and Education,1.0,0.0,10.0,0.1
P0823,https://openalex.org/W4413718921,"Robots and AI could soon have feelings, hopes and rights … we must prepare for the reckoning",2017.0,Christopher Markou,University Of Cambridge,GB,Unknown,Artificial Intelligence in Healthcare and Education,1.0,0.0,1.0,1.0
P0825,https://openalex.org/W4366990161,Large language models could change the future of behavioral healthcare: A proposal for responsible development and evaluation,2023.0,Elizabeth Cameron Stade,University Of Pennsylvania,US,Unknown,Artificial Intelligence in Healthcare and Education,30.0,56.0,10.0,0.1
P0826,https://openalex.org/W4390493043,Undertaking multi-centre randomised controlled trials in primary care: learnings and recommendations from the PULsE-AI trial researchers,2024.0,Kevin G. Pollock,Bristol-Myers Squibb (United Kingdom),GB,BMC Primary Care,Artificial Intelligence in Healthcare and Education,1.0,25.0,18.0,0.0555555555555555
P0829,https://openalex.org/W2912222576,AlphaStar,2019.0,Kai Arulkumaran,Imperial College London,GB,Proceedings of the Genetic and Evolutionary Computation Conference Companion,Artificial Intelligence in Games,120.0,8.0,3.0,0.3333333333333333
P0832,https://openalex.org/W4387610430,"ChatGPT for digital forensic investigation: The good, the bad, and the unknown",2023.0,Mark Scanlon,University College Dublin,IE,Forensic Science International Digital Investigation,Artificial Intelligence in Healthcare and Education,43.0,29.0,5.0,0.2
P0834,https://openalex.org/W2114584591,Methods to Develop an Electronic Medical Record Phenotype Algorithm to Compare the Risk of Coronary Artery Disease across 3 Chronic Disease Cohorts,2015.0,Katherine P. Liao,Brigham And Women'S Hospital,US,PLoS ONE,Machine Learning in Healthcare,96.0,23.0,19.0,0.0526315789473684
P0839,https://openalex.org/W4401873730,Who is most likely to accept AI chatbots? A sequential explanatory mixed-methods study of personality and ChatGPT acceptance for language learning.,2024.0,Yiran Du,University College London,GB,Unknown,Artificial Intelligence in Healthcare and Education,1.0,48.0,5.0,0.2
P0847,https://openalex.org/W4402651239,Dynamic Mortality Prediction in Critically Ill Children during Inter-hospital Transports to PICUs Using Explainable AI,2024.0,Zhiqiang Huo,King'S College London,GB,Unknown,Machine Learning in Healthcare,1.0,0.0,9.0,0.1111111111111111
P0848,https://openalex.org/W4390671081,"Comparing and Analyzing the Accuracy, Comprehensiveness, and Clarity of AI-Based Microsurgical Patient-Facing Information Against Professional Organizations",2024.0,Charlotte E. Berry,Stanford University,US,Plastic & Reconstructive Surgery Global Open,Artificial Intelligence in Healthcare and Education,1.0,0.0,10.0,0.1
P0867,https://openalex.org/W4386913016,The ChatGPT therapist will see you now: Navigating generative artificial intelligence's potential in addiction medicine research and patient care,2023.0,Steven Tate,Stanford University,US,Addiction,Artificial Intelligence in Healthcare and Education,11.0,12.0,4.0,0.25
P0869,https://openalex.org/W2979604013,Integrating blockchain technology with artificial intelligence for cardiovascular medicine,2019.0,Chayakrit Krittanawong,Baylor College Of Medicine,US,Nature Reviews Cardiology,Artificial Intelligence in Healthcare and Education,108.0,8.0,7.0,0.1428571428571428
P0872,https://openalex.org/W1794039122,Learning to Understand Phrases by Embedding the Dictionary,2016.0,Felix Hill,University Of Cambridge,GB,Transactions of the Association for Computational Linguistics,Natural Language Processing Techniques,159.0,34.0,4.0,0.25
P0877,https://openalex.org/W2271328876,Learning Distributed Representations of Sentences from Unlabelled Data,2016.0,Felix Hill,University Of Cambridge,GB,Unknown,Natural Language Processing Techniques,117.0,34.0,3.0,0.3333333333333333
P0881,https://openalex.org/W2591708427,"The Greater Influence of AI, ML and NLP on Healthcare and Medicine",2017.0,Pruthvi Rp,Stanford University,US,Critical Care Obstetrics and Gynecology,Artificial Intelligence in Healthcare and Education,0.0,0.0,1.0,1.0
P0889,https://openalex.org/W2970681607,Glyce: Glyph-vectors for Chinese Character Representations,2019.0,Yuxian Meng,Peking University,CN,arXiv (Cornell University),Natural Language Processing Techniques,67.0,0.0,10.0,0.1
P0890,https://openalex.org/W4296022526,Using Artificial Intelligence-Enhanced Sensing and Wearable Technology in Sports Medicine and Performance Optimisation,2022.0,Swathikan Chidambaram,Imperial College London,GB,Sensors,Artificial Intelligence in Healthcare and Education,97.0,41.0,9.0,0.1111111111111111
P0891,https://openalex.org/W4365509548,Capturing Value from Artificial Intelligence,2023.0,Justin M. Berg,Stanford University,US,Academy of Management Discoveries,Artificial Intelligence in Healthcare and Education,82.0,15.0,3.0,0.3333333333333333
P0893,https://openalex.org/W3192175805,Machine learning in medicine: a practical introduction to natural language processing,2021.0,Conrad J. Harrison,Nuffield Orthopaedic Centre,GB,BMC Medical Research Methodology,Machine Learning in Healthcare,137.0,51.0,2.0,0.5
P0916,https://openalex.org/W2990198263,Machine learning and artificial neural network accelerated computational discoveries in materials science,2019.0,Yang Hong,University Of Nebraska–Lincoln,US,Wiley Interdisciplinary Reviews Computational Molecular Science,Machine Learning in Materials Science,119.0,206.0,4.0,0.25
P0925,https://openalex.org/W2948506235,Cross-Lingual Word Embeddings,2019.0,Anders Søgaard,University Of Copenhagen,DK,Synthesis lectures on human language technologies,Natural Language Processing Techniques,49.0,68.0,4.0,0.25
P0930,https://openalex.org/W4388019298,From Playing the Story to Gaming the System: Repeat Experiences of a Large Language Model-Based Interactive Story,2023.0,Qing Ru Yong,National University Of Singapore,SG,Lecture notes in computer science,Artificial Intelligence in Games,15.0,19.0,2.0,0.5
P0931,https://openalex.org/W4411725331,MID-LLM: Enhancing Medical Image Diagnostics With LLMs in a Blockchain AI Framework,2025.0,Rajesh Kumar,Huzhou University,CN,IEEE Internet of Things Journal,Artificial Intelligence in Healthcare and Education,0.0,39.0,6.0,0.1666666666666666
P0932,https://openalex.org/W4384519236,Prompt Engineering for Large Language Models,2023.0,Andrew Gao,Stanford University,US,SSRN Electronic Journal,Natural Language Processing Techniques,43.0,0.0,1.0,1.0
P0933,https://openalex.org/W3213851456,Towards a Better Understanding of Noise in Natural Language Processing,2021.0,Khetam Al Sharou,Imperial College London,GB,Unknown,Natural Language Processing Techniques,41.0,30.0,3.0,0.3333333333333333
P0935,https://openalex.org/W4390981665,Examining the potential and pitfalls of ChatGPT in science and engineering problem-solving,2024.0,Karen D. Wang,Stanford University,US,Frontiers in Education,Artificial Intelligence in Healthcare and Education,41.0,35.0,5.0,0.2
P0940,https://openalex.org/W3080222954,Artificial Intelligence and Clinical Decision Making: The New Nature of Medical Uncertainty,2020.0,Vinyas Harish,University Of Toronto,CA,Academic Medicine,Artificial Intelligence in Healthcare and Education,60.0,33.0,4.0,0.25
P0960,https://openalex.org/W2963899413,"Materials science in the artificial intelligence age: high-throughput library generation, machine learning, and a pathway from correlations to the underpinning physics",2019.0,Rama K. Vasudevan,Oak Ridge National Laboratory,US,MRS Communications,Machine Learning in Materials Science,172.0,214.0,10.0,0.1
P0961,https://openalex.org/W4311674793,"Artificial Intelligence in Nuclear Medicine: Opportunities, Challenges, and Responsibilities Toward a Trustworthy Ecosystem",2022.0,Babak Saboury,National Institutes Of Health Clinical Center,US,Journal of Nuclear Medicine,Artificial Intelligence in Healthcare and Education,53.0,78.0,18.0,0.0555555555555555
P0969,https://openalex.org/W4383824424,Combining Human Expertise with Artificial Intelligence: Experimental Evidence from Radiology,2023.0,Nikhil Agarwal,Massachusetts Institute Of Technology,US,SSRN Electronic Journal,Artificial Intelligence in Healthcare and Education,46.0,0.0,4.0,0.25
P0980,https://openalex.org/W2805436235,Anaphora and coreference resolution: A review,2020.0,Rhea Sukthanker,Eth Zurich,CH,Information Fusion,Natural Language Processing Techniques,23.0,137.0,4.0,0.25
P0988,https://openalex.org/W2508069829,On the Role of Seed Lexicons in Learning Bilingual Word Embeddings,2016.0,Ivan Vulić,University Of Cambridge,GB,Unknown,Natural Language Processing Techniques,106.0,63.0,2.0,0.5
P0994,https://openalex.org/W3095630986,Predictive modeling in reproductive medicine: Where will the future of artificial intelligence research take us?,2020.0,Carol Lynn Curchoe,Colorado Center For Reproductive Medicine,US,Fertility and Sterility,Artificial Intelligence in Healthcare and Education,46.0,36.0,19.0,0.0526315789473684
P0999,https://openalex.org/W4412082056,Scaling Responsible Generative AI: Automating Red Teaming of LLM Applications,2025.0,Adison Goh,National University Of Singapore,SG,Unknown,Artificial Intelligence in Law,0.0,3.0,5.0,0.2
P1000,https://openalex.org/W2584937702,Performance of a Machine Learning Classifier of Knee MRI Reports in Two Large Academic Radiology Practices: A Tool to Estimate Diagnostic Yield,2017.0,Saeed Hassanpour,Stanford University,US,American Journal of Roentgenology,Artificial Intelligence in Healthcare and Education,50.0,25.0,5.0,0.2
P1004,https://openalex.org/W3042130878,Signal Peptides Generated by Attention-Based Neural Networks,2020.0,Zachary Wu,California Institute Of Technology,US,ACS Synthetic Biology,Machine Learning in Bioinformatics,89.0,42.0,8.0,0.125
P1007,https://openalex.org/W4382725454,"The Benefits, Risks and Regulation of Using ChatGPT in Chinese Academia: A Content Analysis",2023.0,Jason Hung,University Of Cambridge,GB,Social Sciences,Artificial Intelligence in Healthcare and Education,63.0,20.0,2.0,0.5
P1009,https://openalex.org/W2547416798,TorchCraft: a Library for Machine Learning Research on Real-Time Strategy Games,2022.0,Gabriel Synnaeve,University Of Oxford,GB,arXiv (Cornell University),Artificial Intelligence in Games,84.0,1.0,8.0,0.125
P1018,https://openalex.org/W4404959167,Integrating Machine Learning and Large Language Models to Advance Exploration of Electrochemical Reactions,2024.0,Zhiling Zheng,Massachusetts Institute Of Technology,US,Angewandte Chemie International Edition,Machine Learning in Materials Science,14.0,25.0,10.0,0.1
P1020,https://openalex.org/W4283015839,Development and Validation of a Machine Learning Model for Automated Assessment of Resident Clinical Reasoning Documentation,2022.0,Verity Schaye,New York University,US,Journal of General Internal Medicine,Artificial Intelligence in Healthcare and Education,31.0,46.0,9.0,0.1111111111111111
P1024,https://openalex.org/W4386915429,Validating the PNL in NLP,2023.0,Babak Mahdavi-Damghani,University Of Oxford,GB,SSRN Electronic Journal,Natural Language Processing Techniques,0.0,0.0,1.0,1.0
P1049,https://openalex.org/W4401353678,Generative Artificial Intelligence Tools in Gastroenterology Training,2024.0,Tasnim Ahmed,Beth Israel Deaconess Medical Center,US,Clinical Gastroenterology and Hepatology,Artificial Intelligence in Healthcare and Education,5.0,7.0,4.0,0.25
P1050,https://openalex.org/W4404987672,A Reproducibility and Generalizability Study of Large Language Models for Query Generation,2024.0,Moritz Staudinger,Tu Wien,AT,Unknown,Artificial Intelligence in Healthcare and Education,9.0,27.0,5.0,0.2
P1059,https://openalex.org/W4229440827,Natural Language Processing of Radiology Reports to Detect Complications of Ischemic Stroke,2022.0,Matthew I. Miller,Boston University,US,Neurocritical Care,Machine Learning in Healthcare,20.0,53.0,20.0,0.05
P1060,https://openalex.org/W4287071860,Status of NLP for Vertical Mongolian,2021.0,"Yunshaab, Sargai",University Of Cambridge,GB,Zenodo (CERN European Organization for Nuclear Research),Natural Language Processing Techniques,0.0,0.0,4.0,0.25
P1064,https://openalex.org/W4410475227,'AI is from the devil.' Behaviors and Concerns Toward Personal Data Sharing with LLM-based Conversational Agents,2025.0,Noé Zufferey,Eth Zurich,CH,Proceedings on Privacy Enhancing Technologies,Artificial Intelligence in Law,0.0,0.0,4.0,0.25
P1070,https://openalex.org/W4394578942,DeepLoc 2.1: multi-label membrane protein type prediction using protein language models,2024.0,Marius Thrane Ødum,Technical University Of Denmark,DK,Nucleic Acids Research,Machine Learning in Bioinformatics,78.0,25.0,7.0,0.1428571428571428
P1072,https://openalex.org/W4415274557,Responsibly Training Foundation Models: Actualizing Ethical Principles for Curating Large-Scale Training Datasets in the Era of Massive AI Models,2025.0,Morgan Klaus Scheuerman,Sony Corporation (United States),US,Unknown,Artificial Intelligence in Healthcare and Education,0.0,76.0,11.0,0.0909090909090909
P1073,https://openalex.org/W3049366647,Is Supervised Syntactic Parsing Beneficial for Language Understanding? An Empirical Investigation,2022.0,Goran Glavaš,University Of Mannheim,DE,arXiv (Cornell University),Natural Language Processing Techniques,8.0,52.0,2.0,0.5
P1080,https://openalex.org/W4407167722,Artificial Intelligence-Powered Materials Science,2025.0,Xiaopeng Bai,Chinese University Of Hong Kong,HK,Nano-Micro Letters,Machine Learning in Materials Science,31.0,132.0,2.0,0.5
P1084,https://openalex.org/W4404620644,Assessment of fine-tuned large language models for real-world chemistry and material science applications,2024.0,Joren Van Herck,École Polytechnique Fédérale De Lausanne,CH,Chemical Science,Machine Learning in Materials Science,28.0,37.0,50.0,0.02
P1088,https://openalex.org/W2968062059,Comparing Artificial Intelligence Approaches to Retrieve Clinical Reports Documenting Implantable Devices Posing MRI Safety Risks,2019.0,Vladimir I. Valtchinov,Brigham And Women'S Hospital,US,Journal of the American College of Radiology,Artificial Intelligence in Healthcare and Education,15.0,18.0,4.0,0.25
P1089,https://openalex.org/W2460580556,Understanding Human Language,2016.0,Christopher Manning,Stanford University,US,Unknown,Natural Language Processing Techniques,19.0,0.0,1.0,1.0
P1098,https://openalex.org/W4385573323,Uncertainty Quantification with Pre-trained Language Models: A Large-Scale Empirical Analysis,2022.0,Yuxin Xiao,Massachusetts Institute Of Technology,US,Unknown,Natural Language Processing Techniques,22.0,64.0,6.0,0.1666666666666666
P1107,https://openalex.org/W3008437814,"What counts as an exemplar model, anyway? A commentary on Ambridge (2020)",2020.0,Kyle Mahowald,Stanford University,US,First Language,Natural Language Processing Techniques,6.0,9.0,3.0,0.3333333333333333
P1111,https://openalex.org/W2911423778,"SynthNotes: A Generator Framework for High-volume, High-fidelity Synthetic Mental Health Notes",2018.0,Edmon Begoli,Oak Ridge National Laboratory,US,Unknown,Machine Learning in Healthcare,15.0,64.0,4.0,0.25
P1113,https://openalex.org/W4385513838,Risk and potential of ChatGPT in scientific publishing,2023.0,Verena Peters,Heidelberg University,DE,Journal of Inherited Metabolic Disease,Artificial Intelligence in Healthcare and Education,8.0,3.0,7.0,0.1428571428571428
P1122,https://openalex.org/W4414640272,Evaluating Foundation Models with Pathological Concept Learning for Kidney Cancer,2025.0,Shangqi Gao,University Of Cambridge,GB,bioRxiv (Cold Spring Harbor Laboratory),Artificial Intelligence in Healthcare,0.0,10.0,9.0,0.1111111111111111
P1123,https://openalex.org/W4410521503,A framework for evaluating the chemical knowledge and reasoning abilities of large language models against the expertise of chemists,2025.0,Adrian Mirza,Friedrich Schiller University Jena,DE,Nature Chemistry,Machine Learning in Materials Science,14.0,68.0,35.0,0.0285714285714285
P1125,https://openalex.org/W4381832224,Challenges and Limitations of ChatGPT and Artificial Intelligence for Scientific Research: A Perspective from Organic Materials,2023.0,Hao-Wen Cheng,Stanford University,US,AI,Machine Learning in Materials Science,42.0,10.0,1.0,1.0
P1131,https://openalex.org/W3089286977,Sequence labelling and sequence classification with gaze: Novel uses of eye‐tracking data for Natural Language Processing,2020.0,Maria Barrett,It University Of Copenhagen,DK,Language and Linguistics Compass,Machine Learning in Bioinformatics,15.0,88.0,2.0,0.5
P1134,https://openalex.org/W2963410375,"Simple, Distributed, and Accelerated Probabilistic Programming",2018.0,Dustin Tran,Columbia University,US,arXiv (Cornell University),Machine Learning and Data Classification,30.0,0.0,6.0,0.1666666666666666
P1137,https://openalex.org/W4396601360,Use of artificial intelligence and the future of peer review,2024.0,Howard Bauchner,National University Of Singapore,SG,Health Affairs Scholar,Artificial Intelligence in Healthcare and Education,39.0,4.0,2.0,0.5
P1139,https://openalex.org/W4409300835,Artificial intelligence in chronic kidney disease management: a scoping review,2025.0,Charumathi Sabanayagam,Duke-Nus Medical School,SG,Theranostics,Artificial Intelligence in Healthcare and Education,2.0,0.0,14.0,0.0714285714285714
P1140,https://openalex.org/W2790608062,Generative Models for Artificially‐intelligent Molecular Design,2018.0,Gisbert Schneider,Eth Zurich,CH,Molecular Informatics,Machine Learning in Materials Science,42.0,15.0,1.0,1.0
P1141,https://openalex.org/W4390806514,"ChatGPT and the entangled evolution of society, education, and technology: A systems theory perspective",2024.0,Steven Watson,University Of Cambridge,GB,European Educational Research Journal,Artificial Intelligence in Healthcare and Education,27.0,41.0,2.0,0.5
P1143,https://openalex.org/W4401422404,Exploring the Past — and Future — of Medical Diagnosis and Artificial Intelligence,2024.0,Adam Rodman,Hadassah Medical Center,IL,NEJM AI,Artificial Intelligence in Healthcare and Education,3.0,2.0,3.0,0.3333333333333333
P1146,https://openalex.org/W3162271107,Graphspeech: Syntax-Aware Graph Attention Network for Neural Speech Synthesis,2021.0,Rui Liu,National University Of Singapore,SG,Unknown,Natural Language Processing Techniques,22.0,40.0,3.0,0.3333333333333333
P1150,https://openalex.org/W2996994994,Snapshot boosting: a fast ensemble framework for deep neural networks,2019.0,Wentao Zhang,Peking University,CN,Science China Information Sciences,Machine Learning and Data Classification,51.0,48.0,4.0,0.25
P1153,https://openalex.org/W4383877488,Role of artificial intelligence in pharmacy practice: A narrative review,2023.0,Adrian Wong,Beth Israel Deaconess Medical Center,US,JACCP JOURNAL OF THE AMERICAN COLLEGE OF CLINICAL PHARMACY,Artificial Intelligence in Healthcare and Education,23.0,41.0,9.0,0.1111111111111111
P1154,https://openalex.org/W4389327665,ChatGPT in nursing education: opportunities and challenges,2023.0,Ponrathi Athilingam,University Of South Florida,US,Teaching and learning in nursing,Artificial Intelligence in Healthcare and Education,50.0,24.0,2.0,0.5
P1157,https://openalex.org/W2897133944,Open Vocabulary Learning on Source Code with a Graph-Structured Cache,2022.0,Milan Cvitkovic,California Institute Of Technology,US,arXiv (Cornell University),Machine Learning in Materials Science,20.0,0.0,3.0,0.3333333333333333
P1160,https://openalex.org/W3186380680,Guidelines for Conducting Ethical Artificial Intelligence Research in Neurology,2021.0,Sharon Chiang,Beth Israel Deaconess Medical Center,US,Neurology,Artificial Intelligence in Healthcare and Education,26.0,41.0,7.0,0.1428571428571428
P1161,https://openalex.org/W2954367763,Commentary: Position statement on augmented intelligence (AuI),2019.0,Carrie Kovarik,University Of Pennsylvania,US,Journal of the American Academy of Dermatology,Artificial Intelligence in Healthcare and Education,39.0,2.0,10.0,0.1
P1164,https://openalex.org/W2785326698,Artificial Intelligence and Radiology: Collaboration Is Key,2018.0,Paul H. Yi,Johns Hopkins University,US,Journal of the American College of Radiology,Artificial Intelligence in Healthcare and Education,31.0,8.0,3.0,0.3333333333333333
P1169,https://openalex.org/W4412081930,LLM Interpretability: Tracing How LLMs Answer Factual Queries and Math Questions,2025.0,Shweta Agrawal,Google (United States),US,Unknown,Natural Language Processing Techniques,0.0,0.0,3.0,0.3333333333333333
P1170,https://openalex.org/W4386349556,Reply,2023.0,Arya Rao,Harvard University,US,Journal of the American College of Radiology,Artificial Intelligence in Healthcare and Education,5.0,5.0,3.0,0.3333333333333333
P1172,https://openalex.org/W4389520338,MULTITuDE: Large-Scale Multilingual Machine-Generated Text Detection Benchmark,2023.0,Dominik Macko,Mit Lincoln Laboratory,US,Unknown,Natural Language Processing Techniques,16.0,22.0,11.0,0.0909090909090909
P1173,https://openalex.org/W3036560600,Differences in cohort study data affect external validation of artificial intelligence models for predictive diagnostics of dementia - lessons for translation into clinical practice,2020.0,Colin Birkenbihl,Fraunhofer Institute For Algorithms And Scientific Computing,DE,The EPMA Journal,Machine Learning in Healthcare,53.0,42.0,7.0,0.1428571428571428
P1176,https://openalex.org/W4401381452,Indian-BhED: A Dataset for Measuring India-Centric Biases in Large Language Models,2024.0,Khyati Khandelwal,University Of Oxford,GB,Unknown,Natural Language Processing Techniques,5.0,23.0,5.0,0.2
P1178,https://openalex.org/W4414259728,Scaling Human Judgment in Community Notes with LLMs,2025.0,Haiwen Li,University Of Washington,US,Journal of Online Trust and Safety,Natural Language Processing Techniques,0.0,0.0,9.0,0.1111111111111111
P1180,https://openalex.org/W3157183136,Weakly supervised temporal model for prediction of breast cancer distant recurrence,2021.0,Josh Sanyal,Stanford University,US,Scientific Reports,Machine Learning in Healthcare,25.0,31.0,5.0,0.2
P1181,https://openalex.org/W4414197206,Towards Smarter Clinical Predictions: Foundation Models for Integrating Multi-Source Domain Knowledge in EHRs,2025.0,Jialun Wu,Northwestern Polytechnical University,CN,IEEE Journal of Biomedical and Health Informatics,Machine Learning in Healthcare,0.0,0.0,5.0,0.2
P1182,https://openalex.org/W4413359453,Constituency Parsing Using LLMs,2025.0,Xuefeng Bai,Harbin Institute Of Technology,CN,IEEE Transactions on Audio Speech and Language Processing,Natural Language Processing Techniques,0.0,48.0,7.0,0.1428571428571428
P1185,https://openalex.org/W1995852076,Artificial Intelligence in Medicine,2020.0,Niklas Lidströmer,Karolinska Institutet,SE,Unknown,Artificial Intelligence in Healthcare and Education,20.0,0.0,2.0,0.5
P1187,https://openalex.org/W4411549914,The Problem of Generics in LLM Training,2025.0,Becca Smith,University Of Cambridge,GB,Unknown,Artificial Intelligence in Law,0.0,11.0,2.0,0.5
P1189,https://openalex.org/W4394804610,Do large language models have a legal duty to tell the truth?,2024.0,Sandra Wachter,University Of Oxford,GB,SSRN Electronic Journal,Artificial Intelligence in Law,10.0,24.0,3.0,0.3333333333333333
P1192,https://openalex.org/W3216325381,NetSolP: predicting protein solubility in <i>Escherichia coli</i> using language models,2021.0,Vineet Thumuluri,Indian Institute Of Technology Madras,IN,Bioinformatics,Machine Learning in Bioinformatics,66.0,33.0,6.0,0.1666666666666666
P1194,https://openalex.org/W4414083590,SurFF: a foundation model for surface exposure and morphology across intermetallic crystals,2025.0,Jun Yin,Tsinghua University,CN,Nature Computational Science,Machine Learning in Materials Science,0.0,38.0,10.0,0.1
P1206,https://openalex.org/W4323034889,AI in Surgery,2023.0,Jesutofunmi A. Omiye,Stanford University,US,AI in Clinical Medicine,Artificial Intelligence in Healthcare and Education,0.0,6.0,3.0,0.3333333333333333
P1208,https://openalex.org/W4395467677,Large Language Models Are Poor Clinical Decision-Makers: A Comprehensive Benchmark,2024.0,Fenglin Liu,University Of Oxford,GB,bioRxiv (Cold Spring Harbor Laboratory),Machine Learning in Healthcare,11.0,48.0,19.0,0.0526315789473684
P1210,https://openalex.org/W3207245329,Natural language processing for under-resourced languages: Developing a Welsh natural language toolkit,2021.0,Daniel Cunliffe,University Of South Wales,GB,Computer Speech & Language,Natural Language Processing Techniques,22.0,58.0,4.0,0.25
P1211,https://openalex.org/W4387295175,Of Sonorous Medieval Chinese Texts and NLP Model Training,2023.0,Nick Budak,Stanford University,US,Zenodo (CERN European Organization for Nuclear Research),Natural Language Processing Techniques,0.0,0.0,2.0,0.5
P1218,https://openalex.org/W4413155752,Language-Assisted Debiasing and Smoothing for Foundation Model-Based Semi-Supervised Learning,2025.0,Na Zheng,National University Of Singapore,SG,Unknown,Natural Language Processing Techniques,0.0,21.0,6.0,0.1666666666666666
P1219,https://openalex.org/W4385714563,Spellburst: A Node-based Interface for Exploratory Creative Coding with Natural Language Prompts,2023.0,Tyler Angert,Stanford University,US,Unknown,Artificial Intelligence in Games,45.0,39.0,5.0,0.2
P1221,https://openalex.org/W4387354954,Of Sonorous Medieval Chinese Texts and NLP Model Training,2023.0,Nick Budak,Stanford University,US,Zenodo (CERN European Organization for Nuclear Research),Natural Language Processing Techniques,0.0,0.0,2.0,0.5
P1223,https://openalex.org/W4386102205,Prompt learning for metonymy resolution: Enhancing performance with internal prior knowledge of pre-trained language models,2023.0,Biao Zhao,Xi'An Jiaotong University,CN,Knowledge-Based Systems,Natural Language Processing Techniques,23.0,60.0,5.0,0.2
P1226,https://openalex.org/W4415372914,OrganSegBench: A Comprehensive Multi-Organ Benchmark for Segmentation Foundation Models with a Practical Synergy Pathway to Clinical Application,2025.0,Chengyan Wang,Fudan University,CN,Unknown,Machine Learning in Healthcare,0.0,0.0,13.0,0.0769230769230769
P1229,https://openalex.org/W3134585842,"Machine learning, artificial intelligence and mechanical circulatory support: A primer for clinicians",2021.0,Manreet K. Kanwar,Allegheny Health Network,US,The Journal of Heart and Lung Transplantation,Artificial Intelligence in Healthcare and Education,18.0,52.0,3.0,0.3333333333333333
P1230,https://openalex.org/W4402324443,"LLMs for Closed-Library Multi-Document Query, Test Generation, and Evaluation",2024.0,Maj Claire Randolph,Artificial Intelligence In Medicine (Canada),CA,Unknown,Natural Language Processing Techniques,0.0,0.0,3.0,0.3333333333333333
P1232,https://openalex.org/W2921785154,Explanations by arbitrated argumentative dispute,2019.0,Kristijonas Čyras,Imperial College London,GB,Expert Systems with Applications,Artificial Intelligence in Law,38.0,60.0,8.0,0.125
P1234,https://openalex.org/W4281744536,Review of the state of the art in autonomous artificial intelligence,2022.0,Petar Radanliev,University Of Oxford,GB,AI and Ethics,Machine Learning and Data Classification,19.0,50.0,2.0,0.5
P1235,https://openalex.org/W3205690099,Pathologies in priors and inference for Bayesian transformers,2022.0,Tristan Cinquin,Eth Zurich,CH,arXiv (Cornell University),Machine Learning and Algorithms,0.0,51.0,4.0,0.25
P1236,https://openalex.org/W4412939836,Improving Clinical Foundation Models with Multi-modal Learning and Domain Adaptation for Chronic Disease Prediction,2025.0,Wenhui Hou,National University Health System,SG,IEEE Journal of Biomedical and Health Informatics,Machine Learning in Healthcare,0.0,0.0,5.0,0.2
P1237,https://openalex.org/W4394582003,Artificial Intelligence Driving Materials Discovery? Perspective on the Article: Scaling Deep Learning for Materials Discovery,2024.0,Anthony K. Cheetham,National University Of Singapore,SG,Chemistry of Materials,Machine Learning in Materials Science,78.0,27.0,2.0,0.5
P1238,https://openalex.org/W4392544739,Mechanism for feature learning in neural networks and backpropagation-free machine learning models,2024.0,Adityanarayanan Radhakrishnan,Broad Institute,US,Science,Machine Learning in Materials Science,43.0,60.0,4.0,0.25
P1244,https://openalex.org/W4404258623,MRI spine request form enhancement and auto protocoling using a secure institutional large language model,2024.0,James Thomas Patrick Decourcy Hallinan,National University Hospital,SG,The Spine Journal,Artificial Intelligence in Healthcare and Education,9.0,31.0,19.0,0.0526315789473684
P1245,https://openalex.org/W4391029755,Utilizing generative conversational artificial intelligence to create simulated patient encounters: a pilot study for anaesthesia training,2024.0,Neil Sardesai,University Of Cambridge,GB,Postgraduate Medical Journal,Artificial Intelligence in Healthcare and Education,29.0,12.0,4.0,0.25
P1250,https://openalex.org/W4414790701,Multimodal Large Language Models in the Era of Distributed AI,2025.0,Rajesh Kumar,Eth Zurich,CH,HAL (Le Centre pour la Communication Scientifique Directe),Natural Language Processing Techniques,0.0,0.0,4.0,0.25
P1263,https://openalex.org/W4404187925,Building Trustworthy AI: The Role of Patient and Public Involvement in Healthcare AI Development,2024.0,Soumya Banerjee,University Of Cambridge,GB,Proceedings of the AAAI Symposium Series,Artificial Intelligence in Healthcare and Education,0.0,0.0,1.0,1.0
P1273,https://openalex.org/W4313199175,Deep Active Learning for Computer Vision: Past and Future,2023.0,Rinyoichi Takezoe,Peking University,CN,APSIPA Transactions on Signal and Information Processing,Machine Learning and Algorithms,20.0,109.0,7.0,0.1428571428571428
